,text
12883,The reason why Im not programming yet cuz internet is about to shut ....
12884,"Next up, we&#39;re going to talked about loops. So what exactly are loops? Next up, we&#39;re going to talked about loops. So what exactly are loops? Next up, we&#39;re going to talked about loops. So what exactly are loops? Next up, we&#39;re going to talked about loops. So what exactly are loops? Next up, we&#39;re going to talked about loops. So what exactly are loops?"
12885,"@Varsha Jana He meant to say that since we divide 10 by 3 the answer(quotient) is 3 and remainder is 1, he definitely messed it up"
12886,@Varsha Jana he said if you divide 10 by 3 the remainder is 1
12887,"This corse was so good, I wrote 17 pages in my notebook with informations from here."
12888,"Thank you for this, it helps a lot! Have a nice day!"
12889,"i love graphic designing and 3d modelling, i know the basics of html and css, after being rather good in blender now i have to learn programming too cause only designing wont give me any good. <br>i am doing this in my summer holidays before my junior year at highschool"
12890,"You guys have saved me, my new job requires some basic coding skills and I did not know where to start, this is amazing, THANKS SO MUCH."
12891,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m35s"">44:35</a> you got me lol"
12892,Hi...I just completed 12th grade by taking bio - maths and now I want to take software engineering as my career...by seeing this video and learning python language and coding help me in my college life?
12893,indebted to your hardwork. You are real example of usefullness to other.
12894,Amazing
12895,Oh my poor eyes i actually finished it what a gain
12896,"@Varsha Jana At this point, you should not get confused. Suffice to say that the screen can be thought of as a console. The code comes from the button we press. Please also note that, subjectively, this video has an accuracy level of around 98 percent. The rest is either unclear, missing, or misinformed."
12897,"@Varsha Jana Perhaps, as a newbie, we can understand console as a screen where we can input a command. Thus, by this definition, a phone screen is also a console as we can input all commands and execute that command by pushing the button to make a call."
12898,"For those who do not get the explanation of <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h36m46s"">1:36:46</a>, we might ask what number will the computer start from? I believe, as a newbie, the answer lies on the fact that this is a computer code. The numbers will come from whatever number input that comes in. If that number is less than of equal to 1, then that number will be printed on console."
12899,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h43m43s"">1:43:43</a> Pseudo Code"
12900,"guys im planning on getting a bachelors in computer science! but I&#39;m not 100% sure, any advice or expireances you guys have had?"
12901,"2 years later and this video is still Gold. I’m wanting to get into programming but I’m scared of failing. I rlly hope if I do get into it, I have a teacher like you. Thanks man💪🏽"
12902,"I still don&#39;t get the explanation of Binary Search in <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h35m10s"">1:35:10</a>. When we have only 2 remaining members left on the list, why the first entry on that new list becomes the middle Index?. I believe it supposes to be the second index, like previous examples. I hope someone could help me on this one."
12903,What else can I do after finishing this course?
12904,Hello
12905,"⭐️ Course Contents ⭐️<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=00m05s"">00:05</a>) Introduction<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=01m37s"">01:37</a>) What is Programming?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=06m19s"">06:19</a>) How do we write Code?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=11m44s"">11:44</a>) How do we get Information from Computers?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=14m46s"">14:46</a>) What can Computers Do?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=20m43s"">20:43</a>) What are Variables?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=25m02s"">25:02</a>) How do we Manipulate Variables?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=31m54s"">31:54</a>) What are Conditional Statements?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=37m54s"">37:54</a>) What are Array’s?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m26s"">44:26</a>) What are Loops?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=49m37s"">49:37</a>) What are Errors?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=55m22s"">55:22</a>) How do we Debug Code?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h00m25s"">1:00:25</a>) What are Functions?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h09m52s"">1:09:52</a>) How can we Import Functions?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h13m45s"">1:13:45</a>) How do we make our own Functions?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h21m56s"">1:21:56</a>) What are ArrayLists and Dictionaries?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h27m38s"">1:27:38</a>) How can we use Data Structures?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h36m27s"">1:36:27</a>) What is Recursion?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h43m42s"">1:43:42</a>) What is Pseudocode?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h50m40s"">1:50:40</a>) Choosing the Right Language?<br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h55m34s"">1:55:34</a>) Applications of Programming"
12906,"I can’t lie, when the loop thing started I honestly thought YouTube was buggin out 😂"
12907,👌
12908,Thank you guys! It was really impactful in my life
12909,"Then why watch it, some people have accents that prevent them from saying the word correctly, it&#39;s not their fault."
12910,you guys need to work on your grammar..it was hurting me...to listen to this
12911,I really really appreciate your effort guys. I didn’t even know how to start but now you’ve helped me build my foundation. Thanks a ton for your work.
12912,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=20m46s"">20:46</a>"
12913,So i from Germany and i swear I understood more Than in the erman videos xD
12914,Can someone plz explain arrays a bit.
12915,Im just here because i cant slack off forever and have something to ace at that&#39;s close to gaming.
12916,"I do not understand the material around <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h19m39s"">1:19:39</a>. Going back to productCalculator example. You know at the outset that you will get an integer as you have specified within the brackets to be (int num1, num2). Why bother telling computer that you want it in the form of public int productCalculator?"
12917,Thanks for posting this. Do you have a Patreon to make a donation? Awesome Content. Explained exceptionally well. Thank You.
12918,This is amazing. Helps me a lot.
12919,The score isn&#39;t always 4.<br>-Abraham Lincoln
12920,🤓actually
12921,Oh excellent I&#39;m the less than intelligent friend
12922,That guy teaching recursion doesnot teach well
12923,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=49m37s"">49:37</a>"
12924,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=20m44s"">20:44</a>"
12925,Can&#39;t we also look at the documentation of that language in order to know what libraries that it has?
12926,What aspect(s) that would be wasted if we import the whole library while we only need one or two classes within that library?
12927,"1. If the library is reliable like one that is built-in within the language, then it&#39;s always free of bugs since usually it&#39;s a committee who oversees and regulates the language. <br><br>2. Yes."
12928,When we use the library:<br>1. How do we know that the library has no bug?<br>2. Can we &quot;adjust&quot; the library to our &quot;taste&quot;?
12929,"Edit button doesn’t work. ☺ Want to add, why is YT not coded to play random videos of any Chanel that I do follow or related? The machine must know I work on diy projects needed around my home, garden and landscaping. The machine must know I’m into digital and canvas art too. Again. Weird Machine lately."
12930,"Why are comments on the right? Pathetic. Have to change that every time I use YT. Can’t see what the heck is being typed... Have to click desktop version 🙃 for comments to be back at the bottom of a video. Yt is so weird. And making it not-user-friendly, the older it gets, with every update. I searched for a video, then have to remember to unmute or when I click play, no sound🙄 then I have to go to quality because  it’s terrible. No way to adjust settings, settings are gone after last google update. Lol. Your video came up in random auto play line-up, after one I chose finished. Videos that I do not choose, auto play and the quality is better. I was looking up products as a consumer, not a coder. Who the heck is coding yt stuff? Chaos!"
12931,The Dutch translation is totally different and made this something else.
12932,10th grade student here i want to learn as much as possible<br> so when i strt the course in college am ahead of the rest thank you for this video
12933,Don&#39;t eat grandma!
12934,Would this help in steps to becoming a software engineer?
12935,Absolutely amazing vedio
12936,@Betzon Nice work. Those are very simple questions. I was thinking more about a quiz with multiple choice questions etc. Harder questions that will make you think a little bit too.
12937,"And an example of how I reply (in this case to question 1):<br><br>Answer 1:<br>- The process of preparing an instructional program for a device. Attempting to<br>get a computer to complete a specific task without making mistakes. The more<br>exact instructions the computer gets, the better it will perform it&#39;s task. A<br>computer is not intelligent on it&#39;s own. Programming makes the computer<br>intelligent. A computer is much like a human, we both need knowledge in order to<br>perform various tasks. The computer becomes as smart as the human makes it.<br>Filling a program with as much details as possible is in other words what should<br>be done, so that the computer may execute the wanted task flawlessly.<br>- Programming is done through binaries (ones and zeros), but code writing has<br>various languages. Codes are converted to binaries within the computer. Much like<br>a human learning a new language in order to speak to somebody from another<br>country, a human must learn a coding language in order to &quot;speak&quot; to a computer.<br>- Programming languages can be split into two main categories, &quot;low-level&quot; and<br>&quot;high-level&quot;. Where high-level programming languages are such as Python and Java,<br>while &quot;low-level&quot; are such as Assembly or C. The lower level a language has, the<br>closer it is to pure binary code. Languages are therefor a matter of preference.<br>Learn all programming languages in order to become a master, but start with Java<br>and/or Python."
12938,"Question 1: What is programming?<br>Question 2: How do we write code?<br>Question 3: How do we get information from computers?<br>Question 4: What can computers do?<br>Question 5: What are variables?<br>Question 6: How do we manipulate variables?<br>Question 7: What are conditional Statements?<br>Question 8: What are arrays?<br>Question 9: What are loops?<br>Question 10: What are errors?<br>Question 11: How do we debug code?<br>Question 12: What are functions?<br>Question 13: How do we import functions?<br>Question 14: How do we make our own functions?<br>Question 15: What are arraylists and dictionaries?<br>Question 16: How do we use data structures?<br>Question 17: What is recursion?<br>Question 18: What is pseudocode?<br>Question 19: Choosing the right language (explain why).<br>Question 20: Applications of programming (give examples)."
12939,"They have 20 &quot;questions&quot; in the beginning, each question is answered through the parts of the video. I made a text document with the questions before starting to view the full video, I then reply to each question as I progress through the video."
12940,You should create an interactive quiz based on this course to really help people internalize these concepts.
12941,"⭐ Course Contents ⭐<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=00m05s"">00:05</a>) Introduction<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=01m37s"">01:37</a>) What is Programming?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=06m19s"">06:19</a>) How do we write Code?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=11m44s"">11:44</a>) How do we get Information from Computers?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=14m46s"">14:46</a>) What can Computers Do?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=20m43s"">20:43</a>) What are Variables?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=25m02s"">25:02</a>) How do we Manipulate Variables?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=31m54s"">31:54</a>) What are Conditional Statements?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=37m54s"">37:54</a>) What are Array’s?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m26s"">44:26</a>) What are Loops?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=49m37s"">49:37</a>) What are Errors?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=55m22s"">55:22</a>) How do we Debug Code?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h00m25s"">1:00:25</a>) What are Functions?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h09m52s"">1:09:52</a>) How can we Import Functions?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h13m45s"">1:13:45</a>) How do we make our own Functions?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h21m56s"">1:21:56</a>) What are ArrayLists and Dictionaries?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h27m38s"">1:27:38</a>) How can we use Data Structures?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h36m27s"">1:36:27</a>) What is Recursion?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h43m42s"">1:43:42</a>) What is Pseudocode?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h50m40s"">1:50:40</a>) Choosing the Right Language?<br>⌨ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h55m34s"">1:55:34</a>) Applications of Programming"
12942,Nice video
12943,"Not very important:<br>We can also multiple strings in python, e.g<br>Print(&quot;Hello world\n&quot; * 4)"
12944,I finished this video for 3 days. It was exhausting for sure but totally worth it. Took my notes and I&#39;m ready to jump in the world of Programming. Thank you very much for this!
12945,"you should be learning on YouTube and still going to school to become excellent at your topics,"
12946,"OMG, so I just found this video, because I am really just going to watch educational things from now on. I was thinking about going back to school, but I&#39;m like I live in an age where I can learn anything almost for free, from learning mathematics, languages, programming, medical, anything almost for free. I know, even before the internet, we had and still had libraries, which people could&#39;ve learned so much, yet it&#39;s so hard to break that mentality that like oh I can only learn in a class/school/college. <br><br>I have just come to this realization, and wish I would&#39;ve known/realized it ten to fifteen years ago. I&#39;m 28 now, I could&#39;ve been so much further in life. Instead of just wasting so much time. I just had my first child, and I really want to be a better woman, a better mom, and better than I have been for the past 28 years."
12947,let&#39;s eat grandma !
12948,"There IS an mistake: <b>&quot;What are loop&#39;s?&quot;</b>  There should be no apostrophe.  It&#39;s plural, not possessive."
12949,"OMG hahaha I though there was a mistake at  <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=0h44m33s"">0:44:33</a> ! that was a good one!"
12950,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=12m00s"">12:00</a>"
12951,"MEANINGFULL CONGRESSIONAL HEARINGS, ala the Watergate hearings, including aerospace/defense contractors and Vice Admiral Thomas R. Wilson must be held to address a vital issue that transcends politics and we will never properly advance until it happens: The 75+yr ongoing-constitutionally illegal,<br>EXTRATERRESTRIAL cover-up. How can we truly believe anything our elected officials say? The dog n pony shows must cease."
12952,Thank you. Save the frogs 🚰↪️🐸🌈
12953,Why does he Sound like hes eating tho-
12954,This is brilliant!!👍
12955,Really helpful tutorial guys
12956,"How to regenerate corrupt bios on any mother board, how to create firmware bios"
12957,i wish i wasnt so bad at retaining information
12958,"Please , subtitle Indonesia more course ....👍👍👍"
12959,Python for Everybody - Full University Python Course just glide throw it stop at parts where he explains what loops do. it helped me first understand what code was doing
12960,Really good stuff. I only have one issue &amp; that is that the second fella was talking really fast &amp; I couldn&#39;t keep up with him. Slow down some young fella as I really want to take in all of what you guys have to offer as I find it really helpful. Thanks.
12961,"pura play list hai hindi me <br><a href=""https://youtu.be/G-sfjPg0Iug"">https://youtu.be/G-sfjPg0Iug</a>"
12962,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=20m43s"">20:43</a>"
12963,must be a typo
12964,"Can someone explain indexing 2D arrays <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m15s"">44:15</a> in the video? I thought position 1,1 would be &quot;Ben&quot; not Chris."
12965,"woow this tutorials is the best, I have run through the youtube just to find something on programming to learn for my examination which would be coming on in the next two days but all i was reading was s**ts......... God bless anybody behind this tutorials, I really appreciate.<br>It&#39;s really a great pleasure to learn from you guys..........."
12966,im 7 mins 50 secs in and its been an hour thats how dumb i am lol .
12967,"one guy speaks normal pace and the other like he is doing an infomercial.  Great video, but had to listen to the speed talkers part over and over again just to understand what he said and to take notes."
12968,Welcome on my channel to learn coding 🌍🌎🏦🪨🛖🏫🛖🏢🏥🏗🏢🏯🏫🏥🏢🏞🏪🏯🏪🏯🏪🏞🏪🏘🏫
12969,What&#39;s the best IED and where can i get one?
12970,thank you so much for makin this video!
12971,"I&#39;m speechless, if you can understand it you can make it simple. You guys just made it simple. Thank you"
12972,Vdeo is fast
12973,"timestamp for myself <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=36m00s"">36:00</a>"
12974,Thanks this video really helped to learn the basics of the string stuff i was a bit confused on that stuff so really helps! love your vids man keep up the great work! :)
12975,"Here are the Programming languages worth learning in 2022 : <a href=""https://youtu.be/_fiYgmG5Qns"">https://youtu.be/_fiYgmG5Qns</a>"
12976,"For a non-engliish speaking person, It was hard for me to follow you guys, you guys are kind of fast in speaking. Regardless, the content was very helpful. Thank you very much."
12977,"My <a href=""http://www.youtube.com/results?search_query=%23javascript"">#javascript</a> caught <a href=""http://www.youtube.com/results?search_query=%23micegraphing"">#micegraphing</a> AGAIN 🍻🚬🎂🥇 good luck with your lifestyle choices thanks 👍👋💯"
12978,Thank you so much for this amazing video!! It&#39;s so easy to follow
12979,Oh thank you for this.
12980,Nice! I prefer f-strings or even commas because concatenating can get messy and it require extra work for converting non-strings into strings using the str() function.
12981,"Little python correction for beginners in <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=19m14s"">19:14</a>, the code, print(&quot;Game Over &quot; + 4 + &quot; was your final score&quot;) will not execute because you cannot concatenate a string and an integer in python3. Don&#39;t be scared if your code did not run.. great course"
12982,I feel like the best programmer in Nigeria now🥹🥹
12983,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=19m26s"">19:26</a> you missed to add one Close Quotation after over...........Thank U"
12984,"I know I probably won&#39;t get a response.. but in the Array&#39;s section, you seem to get columns and rows switch. Rows are horizontal, columns are verticle. <br><a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m00s"">44:00</a> It says &quot;first number is row, and the second is column.&quot; but..  <br>The first is 0 &quot;row&quot;, and the second is 2, &quot;column&quot;. Shouldn&#39;t that the 0,2 would be &quot;Arnold&quot; not Clint, that would be (2,0).<br>Then in the second example it says (1,1) which would be Ben, not Chris. <br>Is this a graphical error, that whoever made the graphics forgot to account for 0 = 1. <br>So no, &quot;i don&#39;t get the idea&quot;. lol"
12985,Today are my finals nd i m studying this😅even though i don&#39;t have this subject
12986,I’m homeschooled tryna learn coding so I’m prepared for when I’m in college and this helped me out a lot!
12987,legit shop tools to get cc in yt leakfullz
12988,this video is simply amazing!  THanks so much for making and sharing it!!! &lt;3
12989,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h21m53s"">1:21:53</a> bookmark 🔖"
12990,Why is this guy talking like he is eating candy
12991,"I come from an artistic background (concept artist and illustrator), and I am here moving my first steps towards becoming a frontend web developer starting from the very basics. I plan to get back to this comment when I&#39;ll have acquired a nice set of skills and pat my past self on the back"
12992,If you want to make a game rase  youre hand🖐️
12993,"Thank you for making this awesome and detailed break down of programming structures. <br>As i went through ive noticed a few errors.  <br><a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m22s"">44:22</a> In the 2D array,  0,2  position is Aronld and 1,1 is Ben.<br><br>Loops, Deeper explanation here: <a href=""https://www.youtube.com/watch?v=MA7eDF9OdAM"">https://www.youtube.com/watch?v=MA7eDF9OdAM</a><br><br>Please correct me if I am wrong. I am learning too:)"
12994,An extra Lego price in code can totally crash the program... What do I do with this null? What to I do with this string in my integer?
12995,Array Indexing is a bit confusing for 2D arrays
12996,Thanks
12997,I am a 38 year pharmacist and I want to know basic computer languages to help my kids who are preschoolers <br>Please advise me anyone.<br>Thanks.
12998,I learn best with fun metaphors and the ones used in this video to teach the concepts are fantastic. Thank you for explaining it this way!
12999,"Thanks for trying to teach an old dog new tricks! I started on computers and used punch card, back in 1974, and have always wanted to go back and learn how to understand and write code. (I was an Operating Room Scrub RN for the last twenty one years, worked in the ER, Recovery Room and Hospice prior to that, and never needed my programming/computer skill but I’m retired now and I’m eager to learn)"
13000,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m30s"">44:30</a><br>The loops thingy 😂😂😂"
13001,Thank you so much for this masterpiece.
13002,<b>☝️☝️☝️☝️ I&#39;ve come to the end of my search for help. I just got an assist from the genius mentioned above.</b>
13003,<b>☝️☝️☝️☝️ I&#39;ve come to the end of my search for help. I just got an assist from the genius mentioned above.</b>
13004,<b>☝️☝️☝️☝️ I&#39;ve come to the end of my search for help. I just got an assist from the genius mentioned above</b>
13005,so interesting
13006,"Congrats on starting on your journey. Keep going! Whenever you&#39;re taking orders from customers at the restaurant, think like a program would think.  think on terms of &quot; if/then &quot; statements.<br><br> IF they order the fish,  THEN offer &quot;white wine&quot;. IF they order the steak, THEN offer &quot;red wine&quot;. ELSE....offer &quot;water&quot;. <br><br>Lol i dunno I&#39;m learning too."
13007,Today is day 3<br><br>I&#39;m back to this video to finish hopefully. I started a free python learning course on a website but I keep feeling like I need pre established knowlege whenever i get to the next paragraph and exercise. So I&#39;m here
13008,"I&#39;ve never learned anything about code, my degree is in foreign language and linguistics with a pre-law certificate, and biology is my 2 year degree, I work as a waiter in a high end restaurant where I&#39;m the only Westerner besides the husband of one of the Chinese employees because I&#39;m there to learn Mandarin &amp; while it&#39;s my 6th language and in 4 months I passed an exam it takes college students about 6 semesters of study to pass, I am not at all good at anything technical, never cared about any complex thing on a computer besides editing video which was just watching a YouTube video for every second of video lol and even that I don&#39;t get how is done, and I&#39;m bad at video games, and I&#39;m lazy as all hell. I&#39;ve tried starting videos or free courses to learn python, but I&#39;m always feeling like I don&#39;t know what the hell is going on and need to somehow cover even more basic stuff. It&#39;s like &quot;wait how does the computer know that the parenthesis means something, where are th 1s and 0s, how does this electric box even convert these sentences into English text, how does it know to put those pixels in that manner&quot; like I&#39;m just always questioning basics I feel I missed out on<br><br>I don&#39;t own a computer, I use my phone for everything, because I can&#39;t afford a $4000 editing or gaming computer despite always trying to save up for it, but I still am trying to learn code for the first time, and this video ABSOLUTELY was exactly what I needed. It covers all those hyper basic questions I had right away in the beginning. I could not feel more out of place by this challenge, videos about code talk about stuff I couldn&#39;t even conceive of like &quot;data structures&quot; or &quot;logic strings&quot; or something, and I have no clue what those even are, nor can I think of why I would ever use them.<br><br>I wanna figure out how to make my computer help with basic video editing, like just recognizing my voice in a recording or even in a script, and finding pictures or clips relating to what I&#39;m saying and automatically place those on the time-line on Adobe Premiere so it doesn&#39;t take literal months to make a single video.<br><br>Also I&#39;d like to learn how to make those quick clicking bots people use to make fast stock and options trades or buy concert tickets or limited edition objects in a millisecond because no human is able to make those.<br><br>When I started learning editing, the ideas I had about the creative things I could do grew out of nothing, like I literally couldn&#39;t have imagined some of the things I eventually did right at the start, the knowledge forged my creativity of what I could do because i knew what was possible. I am hopeful that learning code will have the same effect, it will help direct my creativity toward coming up with new ideas of what uses I could creatively have for code <br><br>This video is great, I&#39;m literally below an absolute beginner, I feel like I&#39;m below zero, like im a negative beginner because of confusion I&#39;ve gotten while trying to learn, so this has ABSOLUTELY helped me and I am eternally grateful. I will surely come back to this many times as I go along.<br><br>If anyone sees this comment in a week, a month, 3 months, 6 months, 12 months, a year and a third, a year and a half, 2 years, 28 months, 3 years, literally any period of time in the future, PLEASE do me a favor and reply to ask how it&#39;s going. I give up on a lot of things or get discouraged or stop because I get disillusioned after real world experience and application, or get distracted and fully forget. So PLEASE if anyone sees this, check in on me, ask if I&#39;m still learning coding or what I&#39;ve used coding for. I want to hope when I&#39;m 30 in 2 years I&#39;ll be a proficient coder and will have even become wealthier through my use of code, and that people on the internet learning alongside me will be kind enough to check in <br><br>Yesterday I learned what binary and hexadecimal is, but today is my first day starting learning computer science or code, whatever the important one is for basics. It is May 11th, 2022. This is day 2. I&#39;m very excited"
13009,That&#39;s an error even I was wondering the same thing
13010,"At <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m17s"">44:17</a> can someone explain to me why is it Chris and not Ben ?"
13011,Is there a way to get the note you write in the video to print it ? this video is soo good!!
13012,"Looking into getting a Data Science Degree or something similar. <br>I already have Bachelor&#39;s in Neuroscience, but I work with Data for an oncology company and want to learn more about it.<br><br>This video helps clear up a lot of the basics for me!<br>Thank you"
13013,"@ <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h59m08s"">1:59:08</a>. Trying to learn Python. Tried to add the &quot; + 4 + &quot; exactly as shown, within quotation marks.  No matter what I try, keep getting an error saying &quot;cannot concatenate an integer.&quot; Just thought I&#39;d let you know.  But  I highly appreciate this course."
13014,"Thank you for these informations♥️. I have question, Is the video sped up? Cuz I&#39;m experiencing Dissociative Disorder which make my sense of time fast and slow right now and and sometimes I feel that the video is too fast and fast"
13015,"@<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1h10m02s"">1:10:02</a> we’re told to close our eyes to picture an example, then never told to reopen them :("
13016,You a goat in this
13017,Grammar syntax as in the undiscovered grammar error of your all caps name that makes you a slave on all government issued identification related documents…
13018,"<a href=""about:invalid#zCSafez""></a>"
13019,"I&#39;m excited to get into programming, it just seems so daunting. I have a mechanical engineering background, and I took a microcontrollers class in university to try and broaden my horizons. It ended with multiple existential crises (read: cries) and my final project was basically a garbage program. Let me put it this way: the microcontroller had a red, blue, and green LED light on it that could be referenced in the code. The green light would turn on... even though it was mentioned literally nowhere in the code!<br><br>Well here I am, and this course of yours is giving me the confidence to try diving into the world of coding once again!"
13020,I&#39;ve been thinking about taking the AP comp sci A course because it says you dont need previous experience but I&#39;m not so sure about it
13021,HALLA 🌍🇬🇭
13022,This team ABOVE of professional’s and expert’s who loves to take on challenges and mostly on providing quality services to their customers
13023,the loops part zoned me out at first
13024,Looking to start Sabio 😎
13025,"Very happy to know you Braylon are out there fighting this fight! I worry about my loved once all th time, but it help’s knowing there are people like you protecting the innocent 😍"
13026,"Very happy to know you Braylon are out there fighting this fight! I worry about my loved once all th time, but it help’s knowing there are people like you protecting the innocent 😍"
13027,"To review <a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=11m44s"">11:44</a>"
13028,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1m36s"">1:36</a>"
13029,"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=1m56s"">1:56</a>"
13030,Excellent teaching
13031,"A few of us don&#39;t, including myself. This is exactly what I needed."
13032,this is a great video.🙌
13033,Thanks for this amazing information
13034,"is it only me who tried--&gt;print(&quot;Game over, &quot; + 4 + &quot; was your final score.&quot;) and it didn&#39;t work in python."
13035,An absolute pleasure working on this. Thanks
13036,Thanks this is very helpfull God bless you
13037,"@Kadiri Victor i can upload a video of some shyt on utube and its still free. but is it good? does it have quality? nope... shyt is still shyt. in this case the video tutorial could be incredibly good unfortunately some idiot guy came up and put shyt all over with his slurrying babbling mouth. i dont even know why im so upset about this lol... maybe bcoz i found that guy is so superficial. i think he wants to show off that he is a fast talker, but everything he said is almost incomprehensible"
13038,"@az8868 you’re right, but remember it’s free."
