text,value
Hello sir I&#39;m from Delhi I&#39;m very interesting to build my career in Germany please make guide of &#39;sports exerise gym scope salary about degree or certificate or deploma total information I will thank full for you,2.0
"Hye ! i am a graduate (UG) , I want To Work in IT Company . I Have Good Knowledge of Computer Hardware . Can Any One Plz Tell me Can i apply Work In IT Company For Bright Future?",2.0
Hi bharat! Thanks for the info. How is TU Hamburg for Germany ? Can you please provide a list or ranking of popular German universities for computer science ? Thanks very much,2.0
Really Great motivation sister<br>Request : Please Talk in English only don&#39;t inclye hindi in the flow.<br>As many people who don&#39;t know hindi will see it difficult or else add subtitles.<br>Thank you!!!,2.0
@Noob Golimaar bhai please tell me ki how is that college or please guide me any good college mujhe addmission lena h,2.0
Hey bharat !! Thank you so much for helping us out !! Please make a video on masters in  transport and logistics management,2.0
Can someone please tell me what is the code editor he uses? its clean af :),2.0
"Bharath Bhai, please do a same type of vlog for EMBEDDED SYSTEMS. Thank you.",2.0
"Bro please can u share ur equation notes and other notes. I want to get good rank in 2023 exam, please help, appreciate ur video and timing 💪",2.0
Bhai Aap 12th me kaise the aap math se the Aur ko computer ki kitni knowledge thi plz repky bro 🥺 ? And give me your no. Zplz,2.0
"Sir, there are thousands of students who are planning to join IGC Now after this video, it might not be possible for them to take all the people for free.<br><br>Most of us are dependent on your your tube channel only, humble request, please don&#39;t take off your focus from your goal of completing Full gate syllabus on youtube as well.<br><br> (Please sir, don&#39;t sign any agreement of not teaching, (now or in future) on youtube with them, if they have any) 🙏<br><br>We all are dependent on you here on youtube. We eagerly wait for your new quality content for gate subject every day. <br>If you don&#39;t come on youtube even for single day, we get worried.<br>Please maintain the same flow of videos here on youtube as well. <br><br>We all are loving your quality content here on youtube.🙏🙏",2.0
Bhai kha se ho college? Bhai mera math theek h physics bhi basic jaanta hu But bro computer Bhi basic jaanta hu 🥺bro mai yeh kr skta hu kya plz reply Com kholna bnd Krna movie dekna pubg khelna yhi aata h plz reply,2.0
Sir plz,2.0
Hi bro. Please I need your help with a survey for developers,2.0
Plz make a video on pcm vs commerce + maths scope for those who like mathematics,2.0
"Sir, I am a first year Engineering. Student basically from biology background. I took up elections and communication engineering now.<br>It is becoming hard for me to understand the concepts in C programming.<br>Please suggest me , how should be my preparation to top in the subject .",2.0
Plss watch in 0.5× 🤣🤣,2.0
Sir i am a pcmb student... I want to study CSE... Will i be able to cope up without any knowledge about coding or programming....? Will i face lot of difficulties....? <br>Plzz answer sir😭,2.0
"You kinda lost me on the string variable, I understood every other variable and their function, but I don’t understand what exactly you mean when you say “promt user for name” are you saying the human ask the computer for its name or you’re the computer asking a user for its name? Cuz that’s how it sounds like you’re saying it. Please be a bit more clear.",2.0
Pleaseeeeeeeeeeeeeeeeeeeeee,2.0
My one doubt....kya cse lene se pahle aap ko coding aani chahiye....<br>Ya phir basic knowledge in computer se bhi kaam chl jata h.....<br>Please reply me the reality.,2.0
Brother tumhari degree bachelor CS hai ya...B Tech engineering CS hai.....<br><br>Please comment my answer.......🙏🙏,2.0
Sir please can you tell us your monthly salary from software engineering 🙏🙏🙏🤗,2.0
Bro bscit better&#39;hai ya bca<br>Pls 🙏 reply,2.0
Sir please automotive engineering pe video banaiye Please 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,2.0
Anna food technology pathi sollunga <br>Because lockdown la kooda food Mattum tha lock pannala plz tell about it🙏,2.0
Is CSE eligible for IRSE? Plz anyone reply...,2.0
"Diiiii , please make a video on SRM COLLEGE REVIEW🙏🏻",2.0
Please suggest some masters in computer science courses for non tech background students,2.0
"Plss tell me, does computer engineering a hard course, specially to me with low IQ and no knowledge and skill in that course?<br><br>This is my course since I&#39;m in grade 5 and I want to ask to if this is worth it to me<br><br>I&#39;m already grade 12 this next school opening and still thinking if I can accomplish to become a computer engineering 😭😅",2.0
Your first expectation is reality and second one is same like your first one. please give the expectation 😏😐,2.0
I want to get admission in DRDO through Computer science<br>PLEASE HELP ME WITH THE PROCEDURE,2.0
Bhai school me homework kitna karte the aur % bhi plz,2.0
"Please make a video front and backed web development. <br>Using python,javascript php and html using l.",2.0
slower and clearer please T.T,2.0
Utilize time-stamps/&quot;chapters&quot; in the video please! Like the ones that pop up on the progress bar :),2.0
Please can have your contact,2.0
Mam or anyone please replay will they consider all 4 years amrks,2.0
Can anyone plss tell that is that comp sci needed for aerospace engineering ? Plss reply a I won&#39;t have cs neither I&#39;m interested in it,2.0
Please Subscribe Our Channel❤,2.0
Sir really I can understanding what career should choose for my future <br>Can you make video on which career should choose <br>PLZZ<br>Because <br>My parents tell to be architecture<br>I think to be computer science engineering<br>That why I have scrach,2.0
Sir what to do after 12th for computer courier please reply confuse hu 🙏,2.0
Bca k bareme bhi banaooo videooo pleaseee,2.0
Commercial scuba diver ke baare me video banao.please,2.0
Plz make a video on blockchain developed roadmap+ launch a course also if possible,2.0
Unggaloda instagram id pls Sir,2.0
Mam make a videos about CA <br>after 12th commerce every little thing I want to know plz make a video,2.0
Di plz enstument engeener ki class ke baare me kuch bhi explain kr do plz,2.0
Sir i have choosen commerce without maths. And my school doesn&#39;t have computer science. Can i do bca 😭? Pls tell me!,2.0
Sir I am a commerce student and I want to do Computer Science <br>So How I can do I am in 9th Stand <br>Pls help,2.0
BBDU University Lucknow kaisa hai mam please tell me mam🙏,2.0
Gd questions...plz answer,2.0
Yaar mujhe english nhi aati kya karu please btaao. Sir,2.0
Sir I am in 10th right now ! Should I start studying for JEE . Actually my family is financially weak and I want job as fast as possible after my studies ...... Plz tell,2.0
I wants to bsc computer science preparation after 12th class <br>Please<br>Talk me .,2.0
please check your instagram dm,2.0
Sir i want talk about Bsc Forensic science can i call u privatly.  Whats ur number plzzz reply,2.0
sir BCA  vs btech pr bnaiye please sir,2.0
"Sir can u pls give the details of the Udemy course on DSA in one of the tabs at <a href=""https://www.youtube.com/watch?v=sMOWEPMCWz0&amp;t=7m28s"">7:28</a>. This might help many students who are interested to learn DSA like me",2.0
please speak in urdu hindi,2.0
Professional hair salon cases study ki video plz,2.0
Please explain about b tech information technology,2.0
I&#39;m the student in class 11 and want to be a software engineer... so what i do on this level for being an software engineer.. what i should be learn to prepare for it <br>.... <br>Please tell,2.0
Plz take this topic of how to become Data sciencetist,2.0
I am 4th year student . I am start preparation just now . Plz guide me.<br>Can 5 to 6 month sufficient for cracking GATE ?,2.0
Pls what college did you attend,2.0
Please mention the name of book you are reading before sleeping.,2.0
"With all respect, These film clips are useless and distract from the original topic. Please ditch them. I am sure I am not alone. Maybe older people might like them but they are very annoying in every video. It&#39;s like using putting a boxing clip in a cooking video!",2.0
Hai sir..Iam pursuing my second year in BCA with specialisation in ai.Can I join IIT for my further studies?Can u plz tell me the entrance exams for getting:<br>MSc and MCA.,2.0
"Bro First of all, mind your language and I have just shared a logic not a proper use. <br>Agr apko koe word one lakh baar likhna ho tb bhi yahi kroge copy paste.... ✅✅please understand proper use of this code",2.0
"I am attempting GATE for the first time. And I will continue from your YT channel. <br><br>Sir. It&#39;s a humble request to you. <br>After you&#39;re free from YouTube, please launch a &quot;paid doubt solving program&quot;. It will be highly beneficial for those who are studying from your channel.",2.0
Pls want one on electronics and communication,2.0
It&#39;s not like that... <br>Please call Institute for further enquiries... <br>If they are not able to pick your call have sone patience they will call you back.... <br>You will find contact number in description....,2.0
Cutoff please,2.0
Sir please jaldi answer kijiye 🙏🙏,2.0
Sir kya computer science me bhi math rahta h। <br>Plz answer dijiy,2.0
"This is so useful! Thanks for sharing.<br><br>By the way,<br>If you are looking for a simple but intuitive coding. Please take a look at this small YT channel and please show a support by subscribing to their channel so you can be updated on their newly uploaded tutorials. Many Thanks! <a href=""https://youtube.com/channel/UClrtIDBUIyUjNcAJv263g6w"">https://youtube.com/channel/UClrtIDBUIyUjNcAJv263g6w</a>",2.0
Psg plzzzz....,2.0
"Hi unknown friend 😇,Namaste 🙏🏻<br>मैंने अभी-अभी 8.96 सीजीपीए के साथ मैकेनिकल इंजीनियरिंग में डिप्लोमा पूरा किया है।  और मैं गवर्नमेंट कॉलेज में बी.टेक मैकेनिकल कर रहा हूं।  इसके अलावा मैं गेट मैकेनिकल की तैयारी भी कर रहा हूं।  अच्छी रैंक मिलने के बाद मैं पीएसयू में नौकरी पाने की सोच रहा हूं।  लेकिन मेरी रुचि कंप्यूटर इंजीनियरिंग में है। समानांतर में मैं सी, सी ++, एचटीएमएल, सी #, पायथन, जावा जैसी कोडिंग भाषा भी सीख रहा हूं।  अगर मुझे GATE मैकेनिकल के माध्यम से PSU या अच्छी कंपनी में नौकरी नहीं मिलती है, तो GATE CSE देकर कंप्यूटर साइंस और इंजीनियरिंग में एमटेक करने का विचार है।  क्या मैं गेट मैकेनिकल देने के बाद गेट सीएसई की तैयारी कर सकता हूं? और अगले साल में gate CSE दे सकता हूं? <br><br>Please give suggestion 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",2.0
All college la BE mech la Tamil medium iruka solluga please,2.0
maths orupad undavumo ee branchil plz reply,2.0
Mam bsc in computer science kerne k baad job ker skte hai yaa khuch or course plz talk me mam,2.0
Bro executive ke course kaha se but kiye kse prepare kiya please help me out,2.0
Please focus on English language<br>And improve it,2.0
Comments me please,2.0
B.E AGREE PODUNGA BRO,2.0
Enne subscribe cheyy njnum cheyyam !¡!!!¡!!! <br>Njn cheythu plssss,2.0
Full details me please i request you,2.0
haii sir 10 kainju softwear engineer akan  ulla detils parayoo <br>      plzz reply sir,2.0
Pr give mi pls answer actually mera maths nahi tha nd even cet bhi nhi di mene so what can I do now,2.0
Bro computer science and design CSD pathi konjo sollunga,2.0
"Bro I am bio maths <a href=""http://student.computer/"">student.computer</a> engineering pathi sollunga.",2.0
Bsc Biochemistry pathi sollunga bro,2.0
Bro.. Medication Course Pathi oru video podunga bro...,2.0
Cut off evlo irukanun bro.... Konja sollunga bro,2.0
Bsc computer science  course me subject me total English chalte h ya Hindi be chalte h please give me answers,2.0
o level course pr video banao plz,2.0
Bhai aapka branch konsa tha please bataye?,2.0
Anna ithe mari bsc. Maths ku podunga,2.0
How is LNCT indore for b tech cs<br>Plss reply,2.0
Sir aap kis state se hai  please reply ............. You can&#39;t give any answer 😔😔😔😔😔,2.0
"<a href=""http://b.tech/"">B.tech</a> IT pathi podunga bro",2.0
I need to know about embedded system  please help me,2.0
Btech computer science engineering pathiyum video podunga,2.0
Bro entrance pathi sollunga,2.0
Be cst department pathi sollunga bro,2.0
BE computer science and technology and cse difference podunga bro useful a irukum.,2.0
"Mam I was complete my graduation <a href=""http://b.sc/"">b.sc</a> with bio so can I do this nd please suggest me it was how beneficial for me .. I think u know very well tha student of bio there  math subjects is completely week",2.0
Bro which laptop was that in this video pls tell bro......pls,2.0
Sir mera 12th me PCB hai kya me bcs kar sakta hu?<br>Pls reply,2.0
Please watch this video on youtube-examination in life never give up mufti menk by merciful servant,2.0
Bsc forestry par video pls 🙏🙏,2.0
Please i want to do the same just gave my boards  exams,2.0
@Simna k.n please ans,2.0
I know everything is hard in computer science but in all that what is easier than other? PLZZ say,2.0
@devraj Please reply   ....,2.0
Maine engineering me admission liya hai Lekin mere math phicyis chemistry mujhe bilkul bhi nahi aata <br>Collage me sir samajte hai but kuch bhi nahi samaj aata sirr plz mere help ker dijiye <br>Ap bhi to CS ke engineering ho <br>Plz sir help ker dijiye <br>Lko me koi coaching ya phir kou sir jo engineering level ki coaching de sake plz sir help me bahut mehnat ker lunge plz sir help,2.0
BBA CA course pe video banav please,2.0
How I am contact you sir please help me,2.0
Bro can u plz keep all ur hand notes in description,2.0
Bro any tips for creating a new YouTube channel ? Plz,2.0
I am a commerce with cs student now in 11th grade. Can i study CS in undergrad in US nd become a software engineer like you?<br>Pls reply! Ur reply will be very helpful!!,2.0
"Bro <a href=""http://b.tech/"">B.Tech</a> IT pathi sollunga bro....padikalama scope irrukuma...",2.0
"Great information. The one guy talks too fast and is hard to understand due to that, but otherwise good material. Slow down and enunciate your words please! Like for real, you are consistently combining 3 to 4 words into one unintelligible word and I had to continue to replay your parts to try to understand what the heck you&#39;re saying. Also, have some water before you speak. Sounds like some serious cottonmouth.",2.0
"Thank you for making this awesome and detailed break down of programming structures. <br>As i went through ive noticed a few errors.  <br><a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m22s"">44:22</a> In the 2D array,  0,2  position is Aronld and 1,1 is Ben.<br><br>Loops, Deeper explanation here: <a href=""https://www.youtube.com/watch?v=MA7eDF9OdAM"">https://www.youtube.com/watch?v=MA7eDF9OdAM</a><br><br>Please correct me if I am wrong. I am learning too:)",2.0
Wo Super Bro Bhai Konsa Coding Application Batao mujhe yrr main Use kru <br>Main Bhi Chota Engineer Hun<br>Turbo C Ya Another Application Hai plz reply,2.0
sir ji Diploma Cse after Degree is good. Please reply yar....,2.0
Hme kuchh aisi jagah btaye India me jaha iski padhai achhi hoti hain aur ye bhi btaye kis class ke baad hm iski padhai start kr skte... please tell me and thanks 🙏,2.0
Please make a video on how to study all 4years of b tech CSC <br>Which branch is good in CSC to get high placement,2.0
hello bhaiya iisc bangalore recently started btech in mathematic and computing is it right choice for me placement wise beacuse i am fully confidence that i will crack IIT JEE so which one is good btech from iit or iisc please tell me something,2.0
I started MY c.s and programming classes today in your channel. daily i thought to spend one hour in your channel so you became my c. s sir anna. first video is this i learnt . amazing anna. ini ethaavathu doubt vantha comment la podren anna. please clarify.  <br> my name is prakash.,2.0
Please pray for  my good future,2.0
Journalist course ke upor ek video banaye please. Thank you,2.0
Is it possible for girls ...<br>Pls give me answer<br>Thank u sir for kind words,2.0
@Engineering in Kannada thank you sir which are the topics should I learn before going to start cse course pls help me sir,2.0
Thanks bro! It was a much awaited video :)<br>I wanna do masters in Data science and analytics in Munich. Pls do tell me options of universities.,2.0
Molnar attila im trying to self teach my self. Can you please give me some pointers? I don&#39;t know where to start thanks in advanced.,2.0
Sir I know you speak very good english so please use hindi language in your video and use english less,2.0
"hey thanks for the video,<br>please provide the slides used in the video.",2.0
Plz make similar type of video for chemical engineering jobs...to be clear not like you made with alumini.but this is type.<br>Its like answer of all my questions left and i am sure many other chemical engineering&#39;s out there.thankyou!!,2.0
Thank you so much sir. Wonderful informations. In TN is the cut off mark is based on only the board exams or does it include any entrance exam? Could you please talk of NIT and Bits selection procedure.,2.0
Super Thambi. Lateral entry details please.,2.0
"Bro in which channel are you learning coding<br>Please tell me bro i want to learn coding from a good platform ,which help me in clear any interview",2.0
Plz someone tell me to take computer science course in college should I clear jee or not 🙏,2.0
Sister Plz do how u prepared for gate,2.0
@Anbarivu Anbarivu anna please reply! 188 cut off ku mech course gct la kadaikuma?,2.0
"Wow!!! Someone is speed reading off of a script. I have to play back multiple times to understand what they said. Nice content, but please ssslllllloooooowwwww down!!!!",2.0
@LOKESH KANNAN hi anna I am willing to take production engineering in gct. Can u please tell me about the branch because I dont know whether it is good or not,2.0
"Thanks for your training. Is so powerful, I have zero knowledge about programming but through this video I am star TO UNDERSTAND SOMETHING BUT  I think thier is thing to do before starting programing, someone plz help me to  understand those things.",2.0
Very great brother  .plz make vedio in english,2.0
"Sir plz guide me, ( I have one clg for admission but that clg placements are not to much good , should i take that clg",2.0
"Thanks, please share information about LAW.",2.0
Sir pls make a video on- Which graduation is good for pursuing a coding as a career?,2.0
Good evening..<br>I faced same problem..<br>I prepared for 1.5 year and i join NIT...<br>But this time i feel exhausted the Stop preparation. I think daily i strat study but from 5 month only thinking...<br><br>Due this now i am not able to concentrate on my Mtech study to..<br><br>Please figure me out.,2.0
"Oh no I was about to choose ics tomorrow in college, even though I am not good at maths, what should I do now plz somebody tell me😰",2.0
Sir.I am not good in speaking with others.will it affect if I choose btech cs?.pls reply,2.0
Thank you  sir it is  so useful u can keep  one more  video  sir please,2.0
Is django good for beginners ? I started studied it a couple of days ago and i just want to make sure if i am doing right ? Please answer it with respect 😘,2.0
"freeCodeCamp is doing an amazing job<br>I just want to thank everyone in freeCodeCamp for providing so many good courses , pls continue the good work we&#39;ll support you as much as we can",2.0
Sir computer science with design good or computer engineering please tell me,2.0
Thank you for this<br><br><br>Please add python programming by Harvard too please 🙏🙏🙏🙏...,2.0
I agreed with you. good content and appreciate the work guys but oh boy please do something with that speech pattern,2.0
"<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=44m00s"">44:00</a> don&#39;t know why but i&#39;m strugglling with this bit how do the numbers work?<br>he said 1st number is row &amp; 2nd is column so 1st example (0,2) should be Arnold &amp; 2nd example (1,1) should be Ben?<br>can someone plz explain to me, thank you",2.0
sir your videos are very useful and super.but sir engineering la sports quotes patiyum sollugga sir.please.........,2.0
"Hello<br>Good evening<br>Language - Hindi / English<br>For learn computer course , <br>please tell me",2.0
Thats amazing even i m enrolled student for applied gate course...will u plz share how do u make ur notes using the videos!,2.0
Thank you so much for providing me with so much information for free really appreciate your effort  and content you provide please keep providing us with so informative content and may God bless your service and help you to become a billionaire my friend Thanks for the millionth time and to tell you I followed the entire course and noted all thanks a lot,2.0
"When I found this tutorial, I was thinking it is too basic and will be boring to watch until complete but I completed it and enjoyed it too. Very nice tutorial for beginners. Please share the tools and the process to create such a nice tutorial.",2.0
"I&#39;m 2024 gate aspirant,your guidance is very very useful sir,please upload more videos related to gate 2024 .I&#39;m eagerly waiting for the videos .<br>Thank you so much 🙌",2.0
Thanks bro pls upload more videos about  CS Jobs,2.0
Sir cocsit college latur is Good for bcs there are any garrenty to placement plz tell me can I take admission there🤔🙂,2.0
Is course kay liye hamare pass science hona jaroori hai (ya phir Artsiest hona chaye🤔🤔🤔 plz answer give me Thanks ♥️,2.0
Good morning sir<br>My name is Akash yadav From Mumbai<br>Sir mai abhi 11th mai jharaha hu mujhe computer science engineering karna hai sir 11th mai konsa subject lu mai sir aur computer science engineering koi koi log bolraha hai ki bhot hard hai karke Sach mai hard hai kya sir please please please reply me sir Please sir 🙏🙏,2.0
Sir plz reply to this comment if you can <br>I want to start my business in my first 4 years of college . So I am considering option of drop out .<br>I have faith in myself and if I get good guidance from great teachers like you I will for sure going to be successful .<br>But for now will you be please enough to tell me which things I should learn from all of these subs,2.0
Very good video brother!!..please make a separate series for informing dates of &quot; other important courses /admissionstoo&quot;that would be a boon for gate aspirants like us...:),2.0
I am a 38 year pharmacist and I want to know basic computer languages to help my kids who are preschoolers <br>Please advise me anyone.<br>Thanks.,2.0
Sir IIT Delhi is good or IIT Mumbai plz reply <br>Sir u r great and I have a passion to become a computer Engineer😀😀,2.0
Sir computer science and software engineering are different  ?  please explain nicely,2.0
Hello sir please make a video on subject of BE computer engineering also pls,2.0
"Bahut achha laga mam, thank you for your device thanks a lot 😊😘😘😘😘😘, can i talk to you about it  plzzzz mam plzzzzzz plzzzzzzz  Only once mam plzzzz plzzz plzzz mam",2.0
"Hii bharat.. Good work man,, do u know is there any masters program for mechanical engineering with Erasmus Mundus full funded scholarship.. Please share your opinion as I can not find properly on websites or Google... Waiting for your valuable response",2.0
"@Suman Prasad Thank you for your opinion but today we can learn more rather than focus just one option. My country doesn&#39;t have many that relate with biology (except food factories). If I learn coding and biology, i can apply to bioinformatic or probably research that requires computers and biology.<br><br>Plus people keep saying about IR4 (Industrial Revolution 4) where biology is not give big impact in IR4. The only my university offer minor about engineering or technology course are Computer Science and Industrial Technology.<br><br>At least I can score my minor because I know about programming that I&#39;ve learned from last year. <br><br>If you have any suggestion what minor should I take, please tell me.<br><br>-Computer Science<br>-Chemistry<br>--Astronomy (Physics)<br>--Technology Industry<br>-Criminology<br>-Management<br>-Mathematics<br>-Psychology (I hate it)<br>- Full Biology Elective",2.0
Sir here please mention the fees structure for this course CSE.,2.0
Thanks very much<br>Please I want to become a programmer<br>How will I start,2.0
Good bro if you want college details and fee details please text me on whatsapp.,2.0
Thanks mam this video is very helpul please upload another video that what is difference between AM and FM Frequency please upload this video as soon as possible because my Exam is very close please...,2.0
"Sir I have a question plz reply sir I want to become mechanical engineer. The skills that you said in session I have those thing in me my personality is good and practical knowledge is good but I can&#39;t get most better marks in exams I get only about 80% when I was not in vedantu now I am in, if my grade goes up it will because of your team thanx sir. For computer science knowledge also ,and I like maths and physics I think I am only for engineering",2.0
Mam please dnys yani bachelor of neuchripethi doctor kese bane iske bare me hame btaye,2.0
"<a href=""http://www.youtube.com/results?search_query=%23bhot"">#Bhot</a> jada thanku bhai is video ka liya bhai india ma education karna ka liya finical aid schrolships bi mil jayti ha kiya pls reply me",2.0
"Hey great video ! Can you please share PDf of the slides you are using, it will be great for revision.  ❤️🤘",2.0
Bhaiya.. plz suggest any good coaching for gate?,2.0
Me is course ko kr Raha hu thanku for the great information about cse. But my communication skills in English is very low how to improve my  communication please suggest,2.0
@Evergreen Guidance Dr Ananthamoorthyudane udane response vachi reply anupareenga. Adharku romba romba thanks sir 🙏🙂... Sir appa bds self finance top colleges ku oru video podunga sir.....  Pls 🙏 sir.<br><br>Appadi illana message la college names anupividunga sir.<br><br>Thank you sir 🙏,2.0
"Please kindly add <br>⌨️ (<a href=""https://www.youtube.com/watch?v=zOjov-2OZ0E&amp;t=00m00s"">00:00</a>) Begininng (Or whatever name, doesn&#39;t matter)<br>This allows Youtube to render the timestamps inline. Thanks",2.0
@Harman Singh Thank you for giving reply can we connect together please 😊🙏🏼,2.0
I&#39;ve read this book and the results are asm plz try it. And nice vlog bhaiya keep it up 👍👍👍,2.0
Could you pay it fund it all programming lines I have ever written thanks dually  please or thanks thanks programming MSDosed and mse certified ask for a copy of my writings of programming language 💻,2.0
GCE Salem sollunga bro please,2.0
Bro BCA podunga,2.0
Bio medical bro podunga,2.0
Salary scope epdi irukum ....please sollunga bro,2.0
Bro mae plus two pass hu. Muje computer ke bare me kuch nhi pata hai. Kya mae computer science engineering le sakta hu. Please tell ya admission lene se pehle mae kon si videoes dekhu. Computer ke basis ke liye. Please sirreply me,2.0
Bro... Sri Eshwar college of engineering..pathi poodugha bro pls🙏🙏🙏...,2.0
Kya 10th ke baad ye course kar sakte hai plz reply,2.0
"Please sir bataye Mene <a href=""http://b.sc/"">B.sc.</a>... math physics computer science subjects ke sath kiya hun kya ye degree <a href=""http://bsc.computer/"">bsc.computer</a> science me ayegi kya...",2.0
SSC je ki online coaching hindi Hoti hai sir ek videos banno please sir Mai diploma wala hu please ans Dena ok sir,2.0
Sir please can u tell me actually I want to do btech with computer science so how I get admission in college through IIT  or by giving entrance exam . If I want to get admission by entrance exam  then which subject I should study to clear my entrance exam,2.0
"Sir please help me..<br>Mera Diploma in mechanical Engineering Hua he ....but mechanical me jyada scope nhi he ....mujhe <a href=""http://b.tech/"">B.tech</a> CS me karta he....<br>Kya ye sahi hoga please help me sir please <br>I&#39;m confuse please help me",2.0
"Hello sir . My name  is  abhi, currently in 2nd year in 4th sem <br>Aur abhi tak mera semester exam chal raha hai . Tho mere pass hardly sir 4 to 5 months bache hai .kya mai etane kam time me gate clear karr lunga sir. Plss suggest me right way  to prepare in leeser time to more topic .plls",2.0
Plsss BTA dijiy🙏🙏🙏🙏🙏🙏,2.0
Pls make videos gate 2024,2.0
Sir all engineering  subject same rehte hai kya sir  plz... Ans me🙏😭,2.0
"Hey sir , plz tell me that how is the syllabus of AI Ml and how is it different from CSE ?",2.0
Sir environment ka ek full session lijeyee na ...plz 🙏🙏🙏,2.0
Sir my general rank:22334<br>Community rank:4786(MBC)<br>Cut off:178.5<br>Can I take seat in CSE department in trichy saranathan college or K Ramakrishna college<br>Please reply to me sir,2.0
"hi bharat,<br><br><br>i need an advice,. i have done graduation in computer science.. i have 2 years of industrial experience in SAP.. i have 7 years of teaching experience.. i am planning to do masters and i am confused between educatioanal technology and data science..plz suggest what will  get me better job opportunity ..after masters...thanks",2.0
"Prajakta you are not just beautiful outside which you are but you have more beautiful soul. You are inspiration to common people like us. Please keep making videos, by accident I found your videos then i saw your igate interview of 2018. Really great to see making video, also pls ignore negative people. If possible make more vids on your Prepration Statergy for Gate, companies you are working or placement idea.",2.0
Bhaiii as u say placement companies aane waali pls...maje a video also on placement procedure and all,2.0
Hi madam patent ke bare mein video banaaiye patent Kya Hai patent ko koi company Kaise register Karti Hai pet ke kya fayde Hai detail video Banai hai na please please please,2.0
Electronic and communication engineering ka bhi video bna do please,2.0
Mam please make full details video on engineering physics,2.0
Sister plz ae requests rakhna  game khal nese yah gaming life choose karne se achii life bansakti hey ki nahi or kay kay karna parta hai plz batana,2.0
Biology students ni kar sakte kya ye course please koi bhi reply karlo 🙏🏻🙏🏻,2.0
"Bro, Neenga SVCE Thana.....<br>Unga clg epdinu sollunga pls....about Placements,Facilities",2.0
Mam clat par full information <br>Plzz<br>This is my third request,2.0
Please make video on btec in computer science,2.0
Pls tell us what you gate score was. That’ll motivate us further..,2.0
"You tell us about BCA and BSC ,but what&#39;s about <a href=""http://b.tech/"">b.tech</a> ,is it similar with the upper once or different from them.<br>Plz try to clear it mam..",2.0
Please make an videos on applications like most confusion topic tally,2.0
Diploma computer applications information video uploaded plz,2.0
Computer science is syllabus hindi hota hai ki English please bataiye,2.0
Bro 164 cut off ku RIT Kadaikuma pls solu ga bro🥺🥺🥺🥺🥺 bc,2.0
"<a href=""https://youtu.be/tDW2P90WIW4"">https://youtu.be/tDW2P90WIW4</a><br><br>In this video I explained all features available from Coding Ninjas<br><br>Do like and comments for better reach<br>If information is helpful pls share in your friends circle",2.0
Mera 11th 12th ka bilkul basics nhi h to kya m btech kr paunga pls tell me,2.0
Bhaiya please give me some tips to earn some money at 1st year or 2nd year in college ? 🤔,2.0
Bhai aapka no.plz,2.0
Sir meri matrix mein 43% hai.. Or mein diploma kar raha hu.. Mechanical branch mein to mein b_tech kar skti hu ky computer science mein.. Plz sir help me. 🙏🙏🙏🙏🙏,2.0
Sir e and tc me yahi subject hote he Kay first semester keliye please reply,2.0
Bro neenga enna eduka poringa pls sollunga nanum bca edukulamunu irruken,2.0
Waiting for ur comment <br>But video podren sollitu Podama irukathiga plz anna,2.0
"Respected sir,<br>I am(BC COMMUNITY)<br>general rank:19102<br>Community rank: 11433<br>Cut off : 183.985<br>Plss respond, can I get computer science and business systems in SKCET COIMBATORE",2.0
Please make a guide video on MCA NIMCET EXAM and How To Prepare for It. <b>Reply Please</b>,2.0
Sir... college la programing code fulla kathukka mudiyuma sir plzz sollunga?,2.0
Please btao na bsc cs mai job toh milegi na engineer ke liye,2.0
"Sor please suggest a college which help me to became a cricket player, sir please,",2.0
Sir Mechanical engg bagge nu discuss Madi plzzzzzzz,2.0
Sir please make a video on RTE ENGINEERING...,2.0
Marvel Studio me job kaise paye is per video banaye please,2.0
"I am pleased to share with Harvard Students, Professionals and Companies the most advanced technological tool in existence: the Digital Twin that I invented in 1981 under the name of Virtual Instruments.  <a href=""https://youtu.be/fXlp4QLdWQs"">https://youtu.be/fXlp4QLdWQs
</a><br>Export the Revit, Plant 3D, Civil 3D, Inventor file of the Building or Refinery to Excel, prepare Budget 1 and export it to COBRA. Prepare Budget 2 and export it to Microsoft Project. Solve the problems of Overallocated Resources, Planning Problems, prepare the Budget 3 with which the construction of the Building or the Refinery is going to be quoted.",2.0
"My Request video<br>Cyber Safe full Information video banaiya <br>Please 😭😭 Please 😭😭 Please<br>I 💟 <a href=""http://www.youtube.com/results?search_query=%23quick_support"">#Quick_Support</a> Channel 😘❤️☺️",2.0
Second channel pls,2.0
Sir mera 10th me 61% h aur 12th me57.8% h kya karna chahiye please sir,2.0
"It&#39;s really relatable with me,,, please sir give me solutions about that in ur reels too",2.0
"Hey mam, please make a video about your life or day in PSU.",2.0
Sir btech  intrance exam me kya study krni pdti h please btaiyega,2.0
